FID,the_geom,code,timestamp,air_pressure,air_temperature_avg,air_temperature_max,air_temperature_min,relative_humidity,precipitation,wind_speed,qc_flags
aws_1day.fid-43fc473f_19185bab7bf_-601e,POINT (4.358 50.797),6447,2005-10-24T00:00:00,1002.16,12.91,14.83,10.9,89.07,11.2,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-601d,POINT (4.358 50.797),6447,2005-10-25T00:00:00,996.41,14.82,17.59,12.58,78.41,7.4,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-601c,POINT (4.358 50.797),6447,2005-10-26T00:00:00,1004.98,15.59,19.23,13.06,82.88,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-601b,POINT (4.358 50.797),6447,2005-10-27T00:00:00,1003.63,17.17,21.03,14.31,71.53,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-601a,POINT (4.358 50.797),6447,2005-10-28T00:00:00,1002.27,17.33,20.02,14.17,70.23,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6019,POINT (4.358 50.797),6447,2005-10-29T00:00:00,1001.83,17.88,22.01,15.41,71.5,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6018,POINT (4.358 50.797),6447,2005-10-30T00:00:00,1000.08,17.7,22.28,14.63,68.36,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6017,POINT (4.358 50.797),6447,2005-10-31T00:00:00,996.68,16.51,18.7,14.59,76.35,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6016,POINT (4.358 50.797),6447,2005-11-01T00:00:00,1002.38,12.05,14.8,8.23,76.46,0.2,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6015,POINT (4.358 50.797),6447,2005-11-02T00:00:00,999.69,13.38,16.2,9.29,86.38,4.6,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6014,POINT (4.358 50.797),6447,2005-11-03T00:00:00,998.46,15.85,18.65,13.61,73.8,2.5,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6013,POINT (4.358 50.797),6447,2005-11-04T00:00:00,1002.2,12.86,14.72,8.69,78.46,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6012,POINT (4.358 50.797),6447,2005-11-05T00:00:00,1010.26,9.32,11.72,6.82,81.96,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6011,POINT (4.358 50.797),6447,2005-11-06T00:00:00,1010.14,11.25,14.09,8.47,76.2,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6010,POINT (4.358 50.797),6447,2005-11-07T00:00:00,1009.27,10.81,14.09,9.19,88.67,5.3,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-600f,POINT (4.358 50.797),6447,2005-11-08T00:00:00,1006.01,13.17,17.66,10.6,73.46,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-600e,POINT (4.358 50.797),6447,2005-11-09T00:00:00,1010.11,9.51,10.92,4.99,80.7,0.1,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-600d,POINT (4.358 50.797),6447,2005-11-10T00:00:00,1020.56,8.11,11.83,3.79,84.99,1.3,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-600c,POINT (4.358 50.797),6447,2005-11-11T00:00:00,1013.04,10.77,12.15,9.67,85.24,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-600b,POINT (4.358 50.797),6447,2005-11-12T00:00:00,1003.68,7.91,10.35,6.21,90.24,2.6,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-600a,POINT (4.358 50.797),6447,2005-11-13T00:00:00,1010.46,8.35,11.73,6.58,85.39,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6009,POINT (4.358 50.797),6447,2005-11-14T00:00:00,1012.41,5.75,8.78,3.43,92.59,0.1,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6008,POINT (4.358 50.797),6447,2005-11-15T00:00:00,998.33,5.85,7.79,3.33,94.8,7,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6007,POINT (4.358 50.797),6447,2005-11-16T00:00:00,992.88,5.42,7.84,2.52,89.56,3.9,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6006,POINT (4.358 50.797),6447,2005-11-17T00:00:00,1001.33,4.27,6.34,3.25,91.11,3.1,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6005,POINT (4.358 50.797),6447,2005-11-18T00:00:00,1009.74,3.89,8.01,0.72,87.58,0.2,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6004,POINT (4.358 50.797),6447,2005-11-19T00:00:00,1017.35,0.59,2.24,-1.42,96.41,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6003,POINT (4.358 50.797),6447,2005-11-20T00:00:00,1019.48,1.25,1.97,0.19,97.16,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6002,POINT (4.358 50.797),6447,2005-11-21T00:00:00,1019.62,4.1,9.07,0.81,96.06,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6001,POINT (4.358 50.797),6447,2005-11-22T00:00:00,1024.28,2.27,5.37,-0.3,83.07,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-6000,POINT (4.358 50.797),6447,2005-11-23T00:00:00,1022.2,0.85,3.83,-0.82,88.29,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fff,POINT (4.358 50.797),6447,2005-11-24T00:00:00,1000.15,1.78,4.38,-0.84,91.55,5.1,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5ffe,POINT (4.358 50.797),6447,2005-11-25T00:00:00,975.55,1.54,2.98,0.2,79.24,5.1,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5ffd,POINT (4.358 50.797),6447,2005-11-26T00:00:00,974.43,0.97,1.83,0.2,95.85,17,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5ffc,POINT (4.358 50.797),6447,2005-11-27T00:00:00,980.49,1.65,3.45,0.7,95.02,1.4,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5ffb,POINT (4.358 50.797),6447,2005-11-28T00:00:00,985.8,2.28,4.46,0.69,93.52,2,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5ffa,POINT (4.358 50.797),6447,2005-11-29T00:00:00,993.77,2.07,4,0.64,92.58,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5ff9,POINT (4.358 50.797),6447,2005-11-30T00:00:00,1000.18,1.52,4.04,-0.11,89.69,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5ff8,POINT (4.358 50.797),6447,2005-12-01T00:00:00,993.91,1.84,3.79,0.31,73.79,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5ff7,POINT (4.358 50.797),6447,2005-12-02T00:00:00,980.35,5.65,8.62,1.85,76.65,0.2,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5ff6,POINT (4.358 50.797),6447,2005-12-03T00:00:00,980.81,7.91,9.11,6.59,78.62,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5ff5,POINT (4.358 50.797),6447,2005-12-04T00:00:00,981.31,7.7,9.15,6.26,88.64,4,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5ff4,POINT (4.358 50.797),6447,2005-12-05T00:00:00,986.09,6.28,7.46,5.02,88.23,0.5,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5ff3,POINT (4.358 50.797),6447,2005-12-06T00:00:00,992.57,4.87,5.34,4.07,91.55,1.8,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5ff2,POINT (4.358 50.797),6447,2005-12-07T00:00:00,1001.57,5.34,7.01,4.19,91.69,1.6,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5ff1,POINT (4.358 50.797),6447,2005-12-08T00:00:00,1004.49,4.9,7.93,3.17,86.69,1.3,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5ff0,POINT (4.358 50.797),6447,2005-12-09T00:00:00,1023.53,3.27,5.54,-0.18,82.09,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fef,POINT (4.358 50.797),6447,2005-12-10T00:00:00,1028.53,0.97,5.99,-1.77,83.64,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fee,POINT (4.358 50.797),6447,2005-12-11T00:00:00,1025.85,0.72,5.33,-2.15,83.39,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fed,POINT (4.358 50.797),6447,2005-12-12T00:00:00,1022.04,5.23,8.03,2.73,85.03,0.4,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fec,POINT (4.358 50.797),6447,2005-12-13T00:00:00,1022.7,6.7,8.03,5.06,71.68,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5feb,POINT (4.358 50.797),6447,2005-12-14T00:00:00,1015.64,5.88,8.16,4.15,86.08,1.4,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fea,POINT (4.358 50.797),6447,2005-12-15T00:00:00,1008.8,6.44,7.68,4.61,89.15,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fe9,POINT (4.358 50.797),6447,2005-12-16T00:00:00,995.87,6.32,9.58,2.13,86.99,10,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fe8,POINT (4.358 50.797),6447,2005-12-17T00:00:00,1001.59,1.02,2.53,0.29,93.13,6.4,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fe7,POINT (4.358 50.797),6447,2005-12-18T00:00:00,1009.18,1.29,3.09,0.52,90.43,0.9,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fe6,POINT (4.358 50.797),6447,2005-12-19T00:00:00,1010,3.27,5.72,0.97,91.81,1.5,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fe5,POINT (4.358 50.797),6447,2005-12-20T00:00:00,1018.01,2.95,4.14,2.02,94.55,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fe4,POINT (4.358 50.797),6447,2005-12-21T00:00:00,1019.97,4.16,5.04,3.18,87.46,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fe3,POINT (4.358 50.797),6447,2005-12-22T00:00:00,1017.63,5.74,7.07,4.37,92.25,1.9,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fe2,POINT (4.358 50.797),6447,2005-12-23T00:00:00,1014.83,6.49,6.98,6.01,89.42,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fe1,POINT (4.358 50.797),6447,2005-12-24T00:00:00,1011.9,6.43,7.82,5.09,91.46,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fe0,POINT (4.358 50.797),6447,2005-12-25T00:00:00,1010.5,4.63,6.96,0.74,85.12,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fdf,POINT (4.358 50.797),6447,2005-12-26T00:00:00,1002.77,2.06,4.89,-1.38,87.05,1.7,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fde,POINT (4.358 50.797),6447,2005-12-27T00:00:00,997.74,-1.41,-0.6,-2.32,85.94,0.2,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fdd,POINT (4.358 50.797),6447,2005-12-28T00:00:00,999.93,-2.18,-1.12,-5.84,81.79,0.4,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fdc,POINT (4.358 50.797),6447,2005-12-29T00:00:00,1002.62,-3.31,-0.37,-6.88,93.26,0.6,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fdb,POINT (4.358 50.797),6447,2005-12-30T00:00:00,994.85,-1.41,3.9,-3.55,81.73,5.3,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fda,POINT (4.358 50.797),6447,2005-12-31T00:00:00,985.29,5.64,7.05,3.98,87.62,3.3,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fd9,POINT (4.358 50.797),6447,2006-01-01T00:00:00,990.48,4.6,5.31,3.45,85.51,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fd8,POINT (4.358 50.797),6447,2006-01-02T00:00:00,1009.61,3.35,5.51,-0.37,88.97,0.1,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fd7,POINT (4.358 50.797),6447,2006-01-03T00:00:00,1017.01,-0.41,2.48,-2.63,93.09,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fd6,POINT (4.358 50.797),6447,2006-01-04T00:00:00,1016.17,1.38,4.16,-0.07,85.65,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fd5,POINT (4.358 50.797),6447,2006-01-05T00:00:00,1008.16,0.22,0.97,-0.73,85.45,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fd4,POINT (4.358 50.797),6447,2006-01-06T00:00:00,1008.24,0.63,2.52,-1.79,85.01,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fd3,POINT (4.358 50.797),6447,2006-01-07T00:00:00,1011.73,1.7,3.86,-0.3,81.81,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fd2,POINT (4.358 50.797),6447,2006-01-08T00:00:00,1012.71,2.01,4.91,-0.05,82.08,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fd1,POINT (4.358 50.797),6447,2006-01-09T00:00:00,1014.73,2.22,7.94,-1.39,75.51,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fd0,POINT (4.358 50.797),6447,2006-01-10T00:00:00,1015.01,2.08,6.23,-0.05,81.24,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fcf,POINT (4.358 50.797),6447,2006-01-11T00:00:00,1013.44,2.8,4.28,0.95,92.02,2.5,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fce,POINT (4.358 50.797),6447,2006-01-12T00:00:00,1019.14,3.29,4.26,1.94,91.22,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5fcd,POINT (4.358 50.797),6447,2006-01-13T00:00:00,1014.82,2.32,4.67,0.03,82.52,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
