FID,the_geom,code,timestamp,air_pressure,air_temperature_avg,air_temperature_max,air_temperature_min,relative_humidity,precipitation,wind_speed,qc_flags
aws_1day.fid-43fc473f_19185bab7bf_-5773,POINT (4.358 50.797),6447,2011-11-29T00:00:00,1003.76,7.29,9.91,4.35,85.11,0.22,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5772,POINT (4.358 50.797),6447,2011-11-30T00:00:00,1011.67,7.23,10.88,4.98,79.2,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5771,POINT (4.358 50.797),6447,2011-12-01T00:00:00,999.05,10.4,12.31,5.09,87.57,7.97,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5770,POINT (4.358 50.797),6447,2011-12-02T00:00:00,999.76,7.44,12.27,5.42,82.01,3.75,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-576f,POINT (4.358 50.797),6447,2011-12-03T00:00:00,993.88,7.98,10.16,6.06,87.27,10.85,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-576e,POINT (4.358 50.797),6447,2011-12-04T00:00:00,988.53,8.29,9.24,5.86,87.6,3.3,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-576d,POINT (4.358 50.797),6447,2011-12-05T00:00:00,992.88,4.75,6.79,2.95,79.52,0.03,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-576c,POINT (4.358 50.797),6447,2011-12-06T00:00:00,995.45,4.58,7.08,2.7,81.23,0.44,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-576b,POINT (4.358 50.797),6447,2011-12-07T00:00:00,995.21,7.25,9.15,5.12,70.65,1.48,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-576a,POINT (4.358 50.797),6447,2011-12-08T00:00:00,1002.74,7.09,11.46,2.43,78.24,0.15,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5769,POINT (4.358 50.797),6447,2011-12-09T00:00:00,998.09,6.18,10.73,3.7,70.98,6.11,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5768,POINT (4.358 50.797),6447,2011-12-10T00:00:00,1003.26,2.63,6.01,0.11,80.55,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5767,POINT (4.358 50.797),6447,2011-12-11T00:00:00,999.8,4.4,6.93,0.24,81.51,0.78,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5766,POINT (4.358 50.797),6447,2011-12-12T00:00:00,994.19,7.13,8.67,6.12,82.24,2.56,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5765,POINT (4.358 50.797),6447,2011-12-13T00:00:00,984.86,7.5,10.38,4.1,82.64,15.62,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5764,POINT (4.358 50.797),6447,2011-12-14T00:00:00,986.75,4.94,7.53,2.08,86.67,16.41,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5763,POINT (4.358 50.797),6447,2011-12-15T00:00:00,989.3,5.65,6.98,4.74,79.12,0.93,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5762,POINT (4.358 50.797),6447,2011-12-16T00:00:00,971.05,3.81,11.14,0.19,92.66,35.62,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5761,POINT (4.358 50.797),6447,2011-12-17T00:00:00,992.97,2.52,5.33,0.33,92.73,8.18,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5760,POINT (4.358 50.797),6447,2011-12-18T00:00:00,1000.01,1.4,3.98,0.3,91.62,5.3,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-575f,POINT (4.358 50.797),6447,2011-12-19T00:00:00,1003.43,1.44,3.07,0.55,90.25,4.32,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-575e,POINT (4.358 50.797),6447,2011-12-20T00:00:00,999.83,4.79,7.16,1.85,88.01,3.14,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-575d,POINT (4.358 50.797),6447,2011-12-21T00:00:00,1005.8,5.19,6.75,3.5,93.09,4.12,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-575c,POINT (4.358 50.797),6447,2011-12-22T00:00:00,1011.35,9.12,10.57,6.81,93.06,1.22,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-575b,POINT (4.358 50.797),6447,2011-12-23T00:00:00,1006.71,8.37,9.52,5.46,91.54,4.88,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-575a,POINT (4.358 50.797),6447,2011-12-24T00:00:00,1014.44,5.49,6.94,4.35,81.34,2.32,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5759,POINT (4.358 50.797),6447,2011-12-25T00:00:00,1018.69,7.88,10.04,5.92,88.04,0.03,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5758,POINT (4.358 50.797),6447,2011-12-26T00:00:00,1023.18,9.01,9.71,8.25,92.18,0.21,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5757,POINT (4.358 50.797),6447,2011-12-27T00:00:00,1022.69,7.82,9.9,6.48,81.28,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5756,POINT (4.358 50.797),6447,2011-12-28T00:00:00,1011.78,5.31,6.69,4.31,88.2,0.32,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5755,POINT (4.358 50.797),6447,2011-12-29T00:00:00,1006.75,5.49,8.09,3.53,83.32,3.01,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5754,POINT (4.358 50.797),6447,2011-12-30T00:00:00,1003.28,5.01,6.6,3.56,74.07,1.84,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5753,POINT (4.358 50.797),6447,2011-12-31T00:00:00,999.06,8.73,11.01,3.88,95.03,4.93,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":false,""air_temperature_max"":false,""air_temperature_min"":false,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5752,POINT (4.358 50.797),6447,2012-01-01T00:00:00,996.66,12,13.58,9.79,90.79,5.06,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5751,POINT (4.358 50.797),6447,2012-01-02T00:00:00,998.45,7.01,9.8,4.68,85.45,6.39,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5750,POINT (4.358 50.797),6447,2012-01-03T00:00:00,996.95,7.76,11.05,4.7,81.7,5.5,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-574f,POINT (4.358 50.797),6447,2012-01-04T00:00:00,1001.84,6.58,7.76,4.77,75.12,7.22,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-574e,POINT (4.358 50.797),6447,2012-01-05T00:00:00,988.24,7.55,10.45,4.11,79.38,11.85,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-574d,POINT (4.358 50.797),6447,2012-01-06T00:00:00,1008.37,5.04,6.45,2.89,81.87,2.54,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-574c,POINT (4.358 50.797),6447,2012-01-07T00:00:00,1007.12,7.15,8.96,4.91,82.24,6.29,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-574b,POINT (4.358 50.797),6447,2012-01-08T00:00:00,1011.88,6.05,7.91,3.23,84.77,1.03,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-574a,POINT (4.358 50.797),6447,2012-01-09T00:00:00,1016.46,7.98,9.8,5.6,90.42,1.67,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5749,POINT (4.358 50.797),6447,2012-01-10T00:00:00,1021.03,8.74,9.57,7.88,91.36,0.06,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5748,POINT (4.358 50.797),6447,2012-01-11T00:00:00,1020.77,8.75,9.82,7.66,83.7,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5747,POINT (4.358 50.797),6447,2012-01-12T00:00:00,1014.47,7.49,10.1,4.08,86.4,1.06,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5746,POINT (4.358 50.797),6447,2012-01-13T00:00:00,1017.38,4.18,6.76,2.43,84.22,0.11,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5745,POINT (4.358 50.797),6447,2012-01-14T00:00:00,1016.54,3.38,6.15,0.13,77.9,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5744,POINT (4.358 50.797),6447,2012-01-15T00:00:00,1013.2,1.46,5.72,-1.22,83.9,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5743,POINT (4.358 50.797),6447,2012-01-16T00:00:00,1013.86,0.73,5.49,-1.96,69.73,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5742,POINT (4.358 50.797),6447,2012-01-17T00:00:00,1017.07,1.05,6.13,-2.01,67.94,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5741,POINT (4.358 50.797),6447,2012-01-18T00:00:00,1014.86,2.49,5.9,-0.22,84.15,2.55,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5740,POINT (4.358 50.797),6447,2012-01-19T00:00:00,1005.84,8.08,11.06,5.62,92.99,14.54,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-573f,POINT (4.358 50.797),6447,2012-01-20T00:00:00,1005,4.88,7.07,3.4,84.51,4.8,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-573e,POINT (4.358 50.797),6447,2012-01-21T00:00:00,998.7,8.09,10.78,4.8,85.77,3.41,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-573d,POINT (4.358 50.797),6447,2012-01-22T00:00:00,1000.09,6.83,10.47,4.22,75.79,0.44,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-573c,POINT (4.358 50.797),6447,2012-01-23T00:00:00,1004.78,5.16,7.23,3.34,82.35,1.01,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-573b,POINT (4.358 50.797),6447,2012-01-24T00:00:00,1008.61,2.63,4.6,0.52,91.71,1.54,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-573a,POINT (4.358 50.797),6447,2012-01-25T00:00:00,1006.15,4.69,5.9,3.01,92.92,1.08,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5739,POINT (4.358 50.797),6447,2012-01-26T00:00:00,1001.95,6.41,8.46,4.31,90.58,3.42,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5738,POINT (4.358 50.797),6447,2012-01-27T00:00:00,1009.15,4.81,8.47,1.95,82.17,0.46,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5737,POINT (4.358 50.797),6447,2012-01-28T00:00:00,1014.2,3.73,6.01,0.75,88.63,1.11,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5736,POINT (4.358 50.797),6447,2012-01-29T00:00:00,1016.65,-0.33,0.94,-1.82,81.31,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5735,POINT (4.358 50.797),6447,2012-01-30T00:00:00,1012.88,-1.26,-0.69,-1.87,85.99,0.19,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5734,POINT (4.358 50.797),6447,2012-01-31T00:00:00,1012.22,-2.13,-0.63,-5.13,79.79,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5733,POINT (4.358 50.797),6447,2012-02-01T00:00:00,1017.02,-5.43,-2.33,-8.08,59.36,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5732,POINT (4.358 50.797),6447,2012-02-02T00:00:00,1019.81,-6.78,-3.75,-8.98,48.35,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5731,POINT (4.358 50.797),6447,2012-02-03T00:00:00,1023.62,-7.67,-4.04,-10.17,66.94,2.37,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5730,POINT (4.358 50.797),6447,2012-02-04T00:00:00,1025.01,-9.25,-4.27,-12.76,81.94,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-572f,POINT (4.358 50.797),6447,2012-02-05T00:00:00,1018.33,-6.45,-3.82,-9.46,54.77,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-572e,POINT (4.358 50.797),6447,2012-02-06T00:00:00,1021.02,-4.58,-0.83,-8.85,52.48,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-572d,POINT (4.358 50.797),6447,2012-02-07T00:00:00,1025.44,-8.24,-6.01,-11.87,64.84,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-572c,POINT (4.358 50.797),6447,2012-02-08T00:00:00,1024.95,-4.45,-1.69,-6.35,67.8,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-572b,POINT (4.358 50.797),6447,2012-02-09T00:00:00,1024.98,-4.59,-1.29,-8.29,82.06,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-572a,POINT (4.358 50.797),6447,2012-02-10T00:00:00,1025.12,-5.06,-1.64,-8.27,77.81,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5729,POINT (4.358 50.797),6447,2012-02-11T00:00:00,1022.16,-6.86,-3.95,-10.65,66.23,0,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5728,POINT (4.358 50.797),6447,2012-02-12T00:00:00,1019.65,-5.05,-2.14,-10.22,82.09,0.61,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5727,POINT (4.358 50.797),6447,2012-02-13T00:00:00,1010.65,0.82,2.95,-2.11,94.06,5.23,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5726,POINT (4.358 50.797),6447,2012-02-14T00:00:00,1006.25,3.9,5.41,2.87,90.33,3.29,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5725,POINT (4.358 50.797),6447,2012-02-15T00:00:00,1006.07,5.48,6.39,3.83,90.72,8.69,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5724,POINT (4.358 50.797),6447,2012-02-16T00:00:00,1013.03,5.64,8.29,3.89,91.03,0.72,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5723,POINT (4.358 50.797),6447,2012-02-17T00:00:00,1010.88,5.66,7.83,3.76,92.98,1.72,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-5722,POINT (4.358 50.797),6447,2012-02-18T00:00:00,1002.08,7.21,8.79,3.15,88.96,4.65,,"{""validated"": {""air_pressure"":false,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
